,text,labels
3876,The base camp of Mount Fuji attracts adventurers from all over the world.,O O O O B-Mountain I-Mountain O O O O O O O
3877,Reaching the summit of Kangchenjunga is a dream for many climbers.,O O O O B-Mountain O O O O O O
3878,Lhotse is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3879,Mount Kilimanjaro is located in a remote area with harsh conditions.,B-Mountain I-Mountain O O O O O O O O O
3880,Aconcagua is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3881,We are preparing for a climb to Manaslu.,O O O O O O O O
3882,Mount Everest is a popular destination for adventurous travelers.,B-Mountain I-Mountain O O O O O O O
3883,The locals have a rich history of guiding climbers to the top of Manaslu.,O O O O O O O O O O O O O O
3884,Several teams have attempted to climb Cho Oyu this season.,O O O O O O B-Mountain I-Mountain O O
3885,Have you ever been to Mount Kilimanjaro?,O O O O O B-Mountain O
3886,Kangchenjunga offers stunning panoramic views from its summit.,B-Mountain O O O O O O O
3887,Hiking around Manaslu is an unforgettable experience.,O O B-Mountain O O O O
3888,Have you ever been to Annapurna?,O O O O O O
3889,Climbers usually spend weeks acclimatizing before attempting Mount Elbrus.,O O O O O O O B-Mountain O
3890,Many mountaineers attempt to conquer Annapurna every year.,O O O O O B-Mountain O O
3891,"In the winter, climbing Kangchenjunga becomes even more challenging.",O O O O B-Mountain O O O O
3892,Standing on top of Mount Elbrus feels like being on top of the world.,O O O O B-Mountain I-Mountain O O O O O O O O
3893,The altitude of Denali poses a significant challenge.,O O O B-Mountain O O O O
3894,The ascent of Lhotse is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3895,The weather near Makalu can change rapidly.,O O O B-Mountain O O O
3896,The ascent of Aconcagua is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3897,The altitude of K2 poses a significant challenge.,O O O B-Mountain O O O O
3898,The altitude of Aconcagua poses a significant challenge.,O O O B-Mountain O O O O
3899,Aconcagua is known for its incredible views.,B-Mountain O O O O O O
3900,Mont Blanc is one of the tallest peaks in the world.,B-Mountain I-Mountain O O O O O O O O O
3901,Climbers usually spend weeks acclimatizing before attempting Mont Blanc.,O O O O O O O B-Mountain O
3902,Lhotse is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
3903,The ascent of Makalu is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3904,Have you ever been to Manaslu?,O O O O O O
3905,Kangchenjunga is known for its incredible views.,B-Mountain O O O O O O
3906,The glaciers of Mount Kilimanjaro are stunning.,O O O B-Mountain I-Mountain O O
3907,Do you know the history of expeditions to Denali?,O O O O O O O O O
3908,Mont Blanc is a difficult peak to climb due to its technical demands.,B-Mountain I-Mountain O O O O O O O O O O O
3909,There are strict environmental regulations around Mount Everest.,O O O O O O B-Mountain O
3910,We are preparing for a climb to K2.,O O O O O O O O
3911,Mont Blanc has always been on my bucket list.,B-Mountain I-Mountain O O O O O O O
3912,There are strict environmental regulations around Dhaulagiri.,O O O O O O O
3913,The view from the top of Kangchenjunga is breathtaking.,O O O O O O B-Mountain O O
3914,Annapurna is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3915,We are preparing for a climb to Manaslu.,O O O O O O O O
3916,Several teams have attempted to climb Makalu this season.,O O O O O O B-Mountain O O
3917,"In the winter, climbing Dhaulagiri becomes even more challenging.",O O O O B-Mountain O O O O
3918,Cho Oyu is a difficult peak to climb due to its technical demands.,B-Mountain I-Mountain O O O O O O O O O O O
3919,Mount Everest is often attempted by experienced mountaineers.,B-Mountain I-Mountain O O O O O O
3920,The altitude of Mount Elbrus poses a significant challenge.,O O O B-Mountain I-Mountain O O O O
3921,"After months of training, I’m finally ready to climb Mount Elbrus.",O O O O O O O O O B-Mountain O
3922,The view from the top of Mount Fuji is breathtaking.,O O O O O O B-Mountain I-Mountain O O
3923,I met a group who had just returned from their climb of Denali.,O O O O O O O O O O O O O
3924,"In the winter, climbing Dhaulagiri becomes even more challenging.",O O O O B-Mountain O O O O
3925,Dhaulagiri is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3926,Reaching the summit of Dhaulagiri is a dream for many climbers.,O O O O B-Mountain O O O O O O
3927,We are planning an expedition to Mont Blanc next year.,O O O O O O B-Mountain I-Mountain O O
3928,"During the summer, we will try to summit Lhotse.",O O O O O O O O O
3929,Kangchenjunga is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3930,Climbers usually spend weeks acclimatizing before attempting Lhotse.,O O O O O O O O
3931,Cho Oyu is known for its incredible views.,B-Mountain I-Mountain O O O O O O
3932,Climbers often talk about the challenges of scaling Cho Oyu.,O O O O O O O O B-Mountain O
3933,"After months of training, I’m finally ready to climb Denali.",O O O O O O O O O O
3934,Aconcagua is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3935,Many climbers train for years to attempt Aconcagua.,O O O O O O O O
3936,Manaslu is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
3937,The ascent of Mount Fuji is both mentally and physically demanding.,O O O B-Mountain I-Mountain O O O O O O
3938,Mount Everest is known for its long and dangerous ascent.,B-Mountain I-Mountain O O O O O O O O
3939,I hope to reach the top of Mount Everest one day.,O O O O O O O B-Mountain I-Mountain O O
3940,I hope to reach the top of Mount Kilimanjaro one day.,O O O O O O O B-Mountain I-Mountain O O
3941,"In the winter, climbing Denali becomes even more challenging.",O O O O B-Mountain O O O O
3942,Kangchenjunga is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
3943,Photographers love capturing the beauty of Makalu.,O O O O O O O
3944,Kangchenjunga stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
3945,Several teams have attempted to climb Mount Fuji this season.,O O O O O O B-Mountain I-Mountain O O
3946,The view from the top of Annapurna is breathtaking.,O O O O O O B-Mountain O O
3947,There are multiple routes to the summit of K2.,O O O O O O O O O
3948,I read an article about a recent expedition to Cho Oyu.,O O O O O O O O O B-Mountain O
3949,Kangchenjunga is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3950,Scaling Annapurna is considered a major achievement.,O B-Mountain O O O O O
3951,Mount Fuji is one of the tallest peaks in the world.,B-Mountain I-Mountain O O O O O O O O O
3952,We are planning an expedition to Mont Blanc next year.,O O O O O O B-Mountain I-Mountain O O
3953,Do you know the history of expeditions to Mount Kilimanjaro?,O O O O O O O O B-Mountain O
3954,The landscape around Annapurna is truly breathtaking.,O O O B-Mountain O O O
3955,Several teams have attempted to climb Denali this season.,O O O O O O B-Mountain O O
3956,K2 is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3957,Manaslu is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
3958,Standing on top of Mount Kilimanjaro feels like being on top of the world.,O O O O B-Mountain I-Mountain O O O O O O O O
3959,Kangchenjunga is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3960,There are multiple routes to the summit of K2.,O O O O O O O O O
3961,Reaching the summit of Manaslu is a dream for many climbers.,O O O O B-Mountain O O O O O O
3962,I read an article about a recent expedition to Mount Everest.,O O O O O O O O O B-Mountain O
3963,The wildlife near Annapurna is as stunning as the mountain itself.,O O O B-Mountain O O O O O O O
3964,I hope to reach the top of K2 one day.,O O O O O O O B-Mountain O O
3965,Climbers usually spend weeks acclimatizing before attempting Denali.,O O O O O O O O
3966,Climbers usually spend weeks acclimatizing before attempting Mount Fuji.,O O O O O O O B-Mountain O
3967,There are strict environmental regulations around Kangchenjunga.,O O O O O O O
3968,We visited the base camp of Mount Elbrus.,O O O O O O B-Mountain O
3969,Mountaineers often face severe weather conditions on Dhaulagiri.,O O O O O O O O
3970,I plan to climb Makalu next summer.,O O O O B-Mountain O O
3971,There are strict environmental regulations around Mount Elbrus.,O O O O O O B-Mountain O
3972,Climbers usually spend weeks acclimatizing before attempting Lhotse.,O O O O O O O O
3973,Annapurna is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
3974,Kangchenjunga has always been on my bucket list.,B-Mountain O O O O O O O
3975,There are strict environmental regulations around Lhotse.,O O O O O O O
3976,Climbers often talk about the challenges of scaling Mount Kilimanjaro.,O O O O O O O O B-Mountain O
3977,Mount Fuji is known for its long and dangerous ascent.,B-Mountain I-Mountain O O O O O O O O
3978,The landscape around Aconcagua is truly breathtaking.,O O O B-Mountain O O O
3979,The altitude of Kangchenjunga poses a significant challenge.,O O O B-Mountain O O O O
3980,"In the winter, climbing Cho Oyu becomes even more challenging.",O O O O B-Mountain I-Mountain O O O O
3981,The locals have a rich history of guiding climbers to the top of Dhaulagiri.,O O O O O O O O O O O O O O
3982,Do you know the history of expeditions to Cho Oyu?,O O O O O O O O B-Mountain O
3983,Mount Kilimanjaro is known for its incredible views.,B-Mountain I-Mountain O O O O O O
3984,Reaching the summit of Mount Elbrus is a dream for many climbers.,O O O O B-Mountain I-Mountain O O O O O O
3985,Mount Everest is often attempted by experienced mountaineers.,B-Mountain I-Mountain O O O O O O
3986,Denali is the highest mountain in its region.,B-Mountain O O O O O O O
3987,Denali is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3988,Annapurna is famous for its extreme weather conditions.,B-Mountain O O O O O O O
3989,The altitude of Mont Blanc poses a significant challenge.,O O O B-Mountain I-Mountain O O O O
3990,Climbers often talk about the challenges of scaling Mount Everest.,O O O O O O O O B-Mountain O
3991,Several teams have attempted to climb Mount Elbrus this season.,O O O O O O B-Mountain I-Mountain O O
3992,We visited the base camp of Cho Oyu.,O O O O O O B-Mountain O
3993,There are strict environmental regulations around K2.,O O O O O O O
3994,Kangchenjunga is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3995,The view from the top of Annapurna is breathtaking.,O O O O O O B-Mountain O O
3996,We visited the base camp of Mount Fuji.,O O O O O O B-Mountain O
3997,"In the winter, climbing Makalu becomes even more challenging.",O O O O B-Mountain O O O O
3998,Several teams have attempted to climb K2 this season.,O O O O O O B-Mountain O O
3999,Mount Everest is the highest mountain in its region.,B-Mountain I-Mountain O O O O O O O
4000,"After months of training, I’m finally ready to climb Annapurna.",O O O O O O O O O O
4001,Climbers usually spend weeks acclimatizing before attempting Cho Oyu.,O O O O O O O B-Mountain O
4002,Scaling Cho Oyu is considered a major achievement.,O B-Mountain I-Mountain O O O O O
4003,Mount Kilimanjaro is located in a remote area with harsh conditions.,B-Mountain I-Mountain O O O O O O O O O
4004,Aconcagua is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
4005,Have you ever been to Dhaulagiri?,O O O O O O
4006,"After months of training, I’m finally ready to climb Lhotse.",O O O O O O O O O O
4007,Aconcagua is a popular destination for adventurous travelers.,B-Mountain O O O O O O O
4008,Manaslu is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
4009,The summit of Mount Fuji is covered in snow all year round.,O O O B-Mountain I-Mountain O O O O O O O
4010,Reaching the summit of Mont Blanc is a dream for many climbers.,O O O O B-Mountain I-Mountain O O O O O O
4011,Kangchenjunga is a popular destination for adventurous travelers.,B-Mountain O O O O O O O
4012,Many climbers train for years to attempt Mount Everest.,O O O O O O O B-Mountain O
4013,We visited the base camp of Mount Kilimanjaro.,O O O O O O B-Mountain O
4014,Mount Everest is part of the Seven Summits challenge.,B-Mountain I-Mountain O O O O O O O
4015,Do you know the history of expeditions to Makalu?,O O O O O O O O O
4016,Kangchenjunga is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
4017,Scaling K2 is considered a major achievement.,O B-Mountain O O O O O
4018,Several teams have attempted to climb Mount Kilimanjaro this season.,O O O O O O B-Mountain I-Mountain O O
4019,Mountaineers often face severe weather conditions on Manaslu.,O O O O O O O O
